,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,YearlyIncome
1707,5238,38.0,Travel_Rarely,1404.0,Sales,1.0,3.0,Life Sciences,1.0,1.0,Male,59.0,2.0,1.0,Sales Representative,1.0,Single,2858.0,11473.0,4.0,Y,No,14.0,3.0,1.0,80.0,0.0,20.0,3.0,2.0,1.0,2939.0,0.0,0.0,No,34296.0
1708,5239,38.0,Travel_Rarely,1404.0,Sales,1.0,3.0,Life Sciences,1.0,1.0,Male,59.0,2.0,1.0,Sales Representative,1.0,Single,2858.0,11473.0,4.0,Y,No,14.0,3.0,1.0,80.0,0.0,20.0,3.0,2.0,1.0,2939.0,0.0,0.0,Yes,34296.0
1709,5240,38.0,Travel_Rarely,1404.0,Sales,1.0,3.0,Life Sciences,1.0,1.0,Male,59.0,2.0,1.0,Sales Representative,1.0,Single,2858.0,11473.0,4.0,Y,No,14.0,3.0,1.0,80.0,0.0,20.0,3.0,2.0,1.0,2939.0,0.0,0.0,No,34296.0
1710,5241,41.0,Travel_Rarely,1206.0,Sales,23.0,2.0,Life Sciences,1.0,4.0,Male,80.0,3.0,3.0,Sales Executive,3.0,Single,7082.0,11591.0,3.0,Y,Yes,16.0,3.0,4.0,80.0,0.0,8890.0,2.0,3.0,2.0,0.0,0.0,2.0,Yes,84984.0
1711,5242,28.0,Travel_Rarely,1172.0,Sales,3.0,3.0,Medical,1.0,2.0,Female,78.0,3.0,1.0,Sales Representative,2.0,Married,2856.0,3692.0,1.0,Y,No,19.0,3.0,4.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,Yes,34272.0
1712,5243,28.0,Travel_Rarely,1172.0,Sales,3.0,3.0,Medical,1.0,2.0,Female,78.0,3.0,1.0,Sales Representative,2.0,Married,2856.0,3692.0,1.0,Y,No,19.0,3.0,4.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,Yes,34272.0
1713,5244,28.0,Travel_Rarely,1172.0,Sales,3.0,3.0,Medical,1.0,2.0,Female,78.0,3.0,1.0,Sales Representative,2.0,Married,2856.0,3692.0,1.0,Y,No,19.0,3.0,4.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,Yes,34272.0
1714,5245,24.0,Travel_Rarely,771.0,Research & Development,1.0,2.0,Life Sciences,1.0,2.0,Male,45.0,2.0,2.0,Healthcare Representative,3.0,Single,4617.0,14120.0,1.0,Y,No,12.0,3.0,2.0,80.0,0.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,No,55404.0
1715,5246,26.0,Travel_Rarely,1167.0,Sales,5.0,3.0,Other,1.0,4.0,Female,30.0,2.0,1.0,Sales Representative,3.0,Single,2966.0,21378.0,0.0,Y,No,18.0,3.0,4.0,80.0,0.0,5.0,2.0,3.0,4.0,2.0,0.0,0.0,Yes,35592.0
1716,5247,29.0,Travel_Rarely,441.0,Research & Development,259089.0,1.0,Other,1.0,3.0,Female,39.0,1.0,2.0,Healthcare Representative,1.0,Married,9715.0,7288.0,3.0,Y,No,13.0,3.0,3.0,80.0,1.0,9.0,3.0,3.0,7.0,7.0,0.0,7.0,Yes,116580.0
1717,5248,29.0,Travel_Rarely,441.0,Research & Development,259089.0,1.0,Other,1.0,3.0,Female,39.0,1.0,2.0,Healthcare Representative,1.0,Married,9715.0,7288.0,3.0,Y,No,13.0,3.0,3.0,80.0,1.0,9.0,3.0,3.0,7.0,7.0,0.0,7.0,No,116580.0
1718,5249,37.0,Travel_Rarely,1141.0,Research & Development,11.0,2.0,Medical,1.0,1.0,Female,61.0,1.0,2.0,Healthcare Representative,2.0,Married,4777.0,14382.0,5.0,Y,No,15.0,3.0,1.0,80.0,0.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0,Yes,57324.0
1719,5250,59.0,Travel_Rarely,715.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Female,69.0,2.0,4.0,Manufacturing Director,4.0,Single,13726.0,21829.0,3.0,Y,Yes,13.0,3.0,1.0,80.0,0.0,30.0,4.0,3.0,5.0,3.0,4.0,5346.0,No,164712.0
1720,5251,25.0,Travel_Rarely,891.0,Sales,992947.0,2.0,Life Sciences,1.0,2.0,Female,99.0,2.0,2.0,Sales Executive,4.0,Single,4487.0,12090.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,1.0,3.0,No,53844.0
1721,5252,25.0,Travel_Rarely,891.0,Sales,992947.0,2.0,Life Sciences,1.0,2.0,Female,99.0,2.0,2.0,Sales Executive,4.0,Single,4487.0,12090.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,1.0,3.0,No,53844.0
1722,5253,5582.0,Travel_Rarely,282.0,Research & Development,2.0,2.0,Medical,1.0,4.0,Female,58.0,1.0,5.0,Manager,3.0,Married,19187.0,6992.0,4.0,Y,No,14.0,3.0,4.0,80.0,1.0,23.0,5.0,3.0,19.0,9.0,9.0,11.0,Yes,230244.0
1723,5254,36.0,Travel_Rarely,1425.0,Research & Development,14.0,1.0,Life Sciences,1.0,3.0,Male,68.0,3.0,2.0,Healthcare Representative,4.0,Married,6586.0,4821.0,0.0,Y,Yes,17.0,3.0,1.0,80.0,1.0,17.0,2.0,2.0,16.0,8.0,4.0,11.0,Yes,79032.0
1724,5255,36.0,Travel_Rarely,1425.0,Research & Development,14.0,1.0,Life Sciences,1.0,3.0,Male,68.0,3.0,2.0,Healthcare Representative,4.0,Married,6586.0,4821.0,0.0,Y,Yes,17.0,3.0,1.0,80.0,1.0,17.0,2.0,2.0,16.0,8.0,4.0,11.0,Yes,79032.0
1725,5256,2404.0,Travel_Rarely,1371.0,Sales,10.0,4.0,Marketing,1.0,4.0,Female,77.0,3.0,2.0,Sales Executive,3.0,Divorced,4260.0,5915.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,1.0,5.0,2.0,4.0,5.0,2.0,0.0,3.0,Yes,51120.0
1726,5257,2404.0,Travel_Rarely,1371.0,Sales,10.0,4.0,Marketing,1.0,4.0,Female,77.0,3.0,2.0,Sales Executive,3.0,Divorced,4260.0,5915.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,1.0,5.0,2.0,4.0,5.0,2.0,0.0,3.0,No,51120.0
1727,5258,39.0,Travel_Rarely,170.0,Research & Development,3.0,2.0,Medical,1.0,3.0,Male,76.0,2.0,2.0,Laboratory Technician,3.0,Divorced,3069.0,10302.0,0.0,Y,No,15.0,3.0,4.0,80.0,1.0,11.0,3.0,3.0,10.0,8.0,0.0,2106.0,No,36828.0
1728,5259,23.0,Travel_Rarely,650.0,Research & Development,9.0,1.0,Medical,1.0,2.0,Male,37.0,3.0,1.0,Laboratory Technician,1.0,Married,2500.0,4344.0,1.0,Y,No,14.0,3.0,4.0,80.0,1.0,5.0,2.0,4.0,4.0,3.0,0.0,8731.0,Yes,30000.0
1729,5260,23.0,Travel_Rarely,650.0,Research & Development,9.0,1.0,Medical,1.0,2.0,Male,37.0,3.0,1.0,Laboratory Technician,1.0,Married,2500.0,4344.0,1.0,Y,No,14.0,3.0,4.0,80.0,1.0,5.0,2.0,4.0,4.0,3.0,0.0,8731.0,No,30000.0
1730,5261,35.0,Non-Travel,1212.0,Sales,8.0,2.0,Marketing,1.0,3.0,Female,78.0,2.0,3.0,Sales Executive,4.0,Married,10377.0,13755.0,4.0,Y,Yes,11.0,3.0,2.0,80.0,1.0,16.0,6.0,2.0,13.0,2.0,4.0,12.0,No,124524.0
1731,5262,35.0,Non-Travel,1212.0,Sales,8.0,2.0,Marketing,1.0,3.0,Female,78.0,2.0,3.0,Sales Executive,4.0,Married,10377.0,13755.0,4.0,Y,Yes,11.0,3.0,2.0,80.0,1.0,16.0,6.0,2.0,13.0,2.0,4.0,12.0,Yes,124524.0
1732,5263,35.0,Non-Travel,1212.0,Sales,8.0,2.0,Marketing,1.0,3.0,Female,78.0,2.0,3.0,Sales Executive,4.0,Married,10377.0,13755.0,4.0,Y,Yes,11.0,3.0,2.0,80.0,1.0,16.0,6.0,2.0,13.0,2.0,4.0,12.0,Yes,124524.0
1733,5264,46.0,Travel_Frequently,638.0,Research & Development,1.0,3.0,Medical,1.0,3.0,Male,40.0,2.0,3.0,Healthcare Representative,1.0,Married,10673.0,3142.0,2.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,21.0,5.0,2.0,9445.0,9.0,9.0,5.0,Yes,128076.0
1734,5265,46.0,Travel_Frequently,638.0,Research & Development,1.0,3.0,Medical,1.0,3.0,Male,40.0,2.0,3.0,Healthcare Representative,1.0,Married,10673.0,3142.0,2.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,21.0,5.0,2.0,9445.0,9.0,9.0,5.0,No,128076.0
1735,5266,46.0,Travel_Frequently,638.0,Research & Development,1.0,3.0,Medical,1.0,3.0,Male,40.0,2.0,3.0,Healthcare Representative,1.0,Married,10673.0,3142.0,2.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,21.0,5.0,2.0,9445.0,9.0,9.0,5.0,Yes,128076.0
1736,5267,56.0,Travel_Rarely,1255.0,Research & Development,1.0,2.0,Life Sciences,1.0,1.0,Female,90.0,3.0,1.0,Research Scientist,1.0,Married,2066.0,10494.0,2.0,Y,No,22.0,4.0,4.0,80.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,0.0,No,24792.0
1737,5268,56.0,Travel_Rarely,1255.0,Research & Development,1.0,2.0,Life Sciences,1.0,1.0,Female,90.0,3.0,1.0,Research Scientist,1.0,Married,2066.0,10494.0,2.0,Y,No,22.0,4.0,4.0,80.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,0.0,Yes,24792.0
1738,5269,56.0,Travel_Rarely,1255.0,Research & Development,1.0,2.0,Life Sciences,1.0,1.0,Female,90.0,3.0,1.0,Research Scientist,1.0,Married,2066.0,10494.0,2.0,Y,No,22.0,4.0,4.0,80.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,0.0,No,24792.0
1739,5270,44.0,Travel_Rarely,1099.0,Sales,5.0,3.0,Marketing,1.0,2.0,Male,88.0,3.0,5.0,Manager,2.0,Married,18213.0,8751.0,7.0,Y,No,11.0,3.0,3.0,80.0,1.0,26.0,5.0,3.0,22.0,9.0,3.0,10.0,Yes,218556.0
1740,5271,44.0,Travel_Rarely,1099.0,Sales,5.0,3.0,Marketing,1.0,2.0,Male,88.0,3.0,5.0,Manager,2.0,Married,18213.0,8751.0,7.0,Y,No,11.0,3.0,3.0,80.0,1.0,26.0,5.0,3.0,22.0,9.0,3.0,10.0,Yes,218556.0
1741,5272,44.0,Travel_Rarely,1099.0,Sales,5.0,3.0,Marketing,1.0,2.0,Male,88.0,3.0,5.0,Manager,2.0,Married,18213.0,8751.0,7.0,Y,No,11.0,3.0,3.0,80.0,1.0,26.0,5.0,3.0,22.0,9.0,3.0,10.0,No,218556.0
1742,5273,31.0,Travel_Rarely,1222.0,Research & Development,11.0,4.0,Life Sciences,1.0,4.0,Male,48.0,3.0,1.0,Research Scientist,4.0,Married,2356.0,14871.0,3.0,Y,Yes,19.0,3.0,2.0,80.0,1.0,8.0,2.0,3.0,6.0,4.0,0.0,2.0,Yes,28272.0
1743,5274,31.0,Travel_Rarely,1222.0,Research & Development,11.0,4.0,Life Sciences,1.0,4.0,Male,48.0,3.0,1.0,Research Scientist,4.0,Married,2356.0,14871.0,3.0,Y,Yes,19.0,3.0,2.0,80.0,1.0,8.0,2.0,3.0,6.0,4.0,0.0,2.0,No,28272.0
1744,5275,31.0,Travel_Rarely,1222.0,Research & Development,11.0,4.0,Life Sciences,1.0,4.0,Male,48.0,3.0,1.0,Research Scientist,4.0,Married,2356.0,14871.0,3.0,Y,Yes,19.0,3.0,2.0,80.0,1.0,8.0,2.0,3.0,6.0,4.0,0.0,2.0,Yes,28272.0
1745,5276,46.0,Non-Travel,1144.0,Research & Development,7.0,4.0,Medical,1.0,3.0,Female,30.0,3.0,2.0,Manufacturing Director,3.0,Married,5258.0,16044.0,2.0,Y,No,14.0,3.0,3.0,80.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0,No,63096.0
1746,5277,46.0,Non-Travel,1144.0,Research & Development,7.0,4.0,Medical,1.0,3.0,Female,30.0,3.0,2.0,Manufacturing Director,3.0,Married,5258.0,16044.0,2.0,Y,No,14.0,3.0,3.0,80.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0,No,63096.0
1747,5278,46.0,Non-Travel,1144.0,Research & Development,7.0,4.0,Medical,1.0,3.0,Female,30.0,3.0,2.0,Manufacturing Director,3.0,Married,5258.0,16044.0,2.0,Y,No,14.0,3.0,3.0,80.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0,Yes,63096.0
1748,5279,27.0,Travel_Rarely,199.0,Research & Development,253620.0,3.0,Life Sciences,1.0,4.0,Male,55.0,2.0,1.0,Research Scientist,3.0,Married,2539.0,7950.0,1.0,Y,No,13.0,3.0,3.0,80.0,1.0,4.0,0.0,3.0,4.0,2.0,2.0,2.0,No,30468.0
1749,5280,27.0,Travel_Rarely,199.0,Research & Development,253620.0,3.0,Life Sciences,1.0,4.0,Male,55.0,2.0,1.0,Research Scientist,3.0,Married,2539.0,7950.0,1.0,Y,No,13.0,3.0,3.0,80.0,1.0,4.0,0.0,3.0,4.0,2.0,2.0,2.0,Yes,30468.0
1750,5281,27.0,Travel_Rarely,199.0,Research & Development,253620.0,3.0,Life Sciences,1.0,4.0,Male,55.0,2.0,1.0,Research Scientist,3.0,Married,2539.0,7950.0,1.0,Y,No,13.0,3.0,3.0,80.0,1.0,4.0,0.0,3.0,4.0,2.0,2.0,2.0,No,30468.0
1751,5282,39.0,Travel_Rarely,116.0,Research & Development,24.0,1.0,Life Sciences,1.0,1.0,Male,52.0,3.0,2.0,Research Scientist,4.0,Single,4108.0,5340.0,7.0,Y,No,13.0,3.0,1.0,80.0,0.0,18.0,2.0,3.0,7.0,7.0,1.0,1759.0,No,49296.0
1752,5283,39.0,Travel_Rarely,116.0,Research & Development,24.0,1.0,Life Sciences,1.0,1.0,Male,52.0,3.0,2.0,Research Scientist,4.0,Single,4108.0,5340.0,7.0,Y,No,13.0,3.0,1.0,80.0,0.0,18.0,2.0,3.0,7.0,7.0,1.0,1759.0,No,49296.0
1753,5284,39.0,Travel_Rarely,116.0,Research & Development,24.0,1.0,Life Sciences,1.0,1.0,Male,52.0,3.0,2.0,Research Scientist,4.0,Single,4108.0,5340.0,7.0,Y,No,13.0,3.0,1.0,80.0,0.0,18.0,2.0,3.0,7.0,7.0,1.0,1759.0,Yes,49296.0
1754,5285,1541.0,Travel_Frequently,1296.0,Research & Development,6.0,3.0,Life Sciences,1.0,3.0,Male,30.0,3.0,2.0,Healthcare Representative,4.0,Divorced,7725.0,5335.0,3.0,Y,No,23.0,4.0,3.0,80.0,1.0,15.0,2.0,1.0,13.0,11.0,4.0,7.0,Yes,92700.0
1755,5286,1541.0,Travel_Frequently,1296.0,Research & Development,6.0,3.0,Life Sciences,1.0,3.0,Male,30.0,3.0,2.0,Healthcare Representative,4.0,Divorced,7725.0,5335.0,3.0,Y,No,23.0,4.0,3.0,80.0,1.0,15.0,2.0,1.0,13.0,11.0,4.0,7.0,Yes,92700.0
1756,5287,1541.0,Travel_Frequently,1296.0,Research & Development,6.0,3.0,Life Sciences,1.0,3.0,Male,30.0,3.0,2.0,Healthcare Representative,4.0,Divorced,7725.0,5335.0,3.0,Y,No,23.0,4.0,3.0,80.0,1.0,15.0,2.0,1.0,13.0,11.0,4.0,7.0,Yes,92700.0
1757,5288,22.0,Travel_Rarely,1294.0,Research & Development,8.0,1.0,Medical,1.0,3.0,Female,79.0,3.0,1.0,Laboratory Technician,1.0,Married,2398.0,15999.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,2736.0,No,28776.0
1758,5289,22.0,Travel_Rarely,1294.0,Research & Development,8.0,1.0,Medical,1.0,3.0,Female,79.0,3.0,1.0,Laboratory Technician,1.0,Married,2398.0,15999.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,2736.0,Yes,28776.0
1759,5290,22.0,Travel_Rarely,1294.0,Research & Development,8.0,1.0,Medical,1.0,3.0,Female,79.0,3.0,1.0,Laboratory Technician,1.0,Married,2398.0,15999.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,2736.0,Yes,28776.0
1760,5291,20.0,Travel_Frequently,769.0,Sales,9.0,3.0,Marketing,1.0,4.0,Female,54.0,3.0,1.0,Sales Representative,4.0,Single,2323.0,17205.0,1.0,Y,Yes,14.0,3.0,2.0,80.0,0.0,2.0,3.0,3.0,2265.0,2.0,0.0,2.0,Yes,27876.0
1761,5292,20.0,Travel_Frequently,769.0,Sales,9.0,3.0,Marketing,1.0,4.0,Female,54.0,3.0,1.0,Sales Representative,4.0,Single,2323.0,17205.0,1.0,Y,Yes,14.0,3.0,2.0,80.0,0.0,2.0,3.0,3.0,2265.0,2.0,0.0,2.0,Yes,27876.0
1762,5293,32.0,Travel_Rarely,548.0,Research & Development,1.0,3.0,Life Sciences,1.0,2.0,Male,66.0,3.0,2.0,Research Scientist,2.0,Married,6220.0,7346.0,1.0,Y,No,17.0,3.0,2.0,80.0,2.0,10.0,3.0,3.0,10.0,4.0,0.0,9.0,No,74640.0
1763,5294,32.0,Travel_Rarely,548.0,Research & Development,1.0,3.0,Life Sciences,1.0,2.0,Male,66.0,3.0,2.0,Research Scientist,2.0,Married,6220.0,7346.0,1.0,Y,No,17.0,3.0,2.0,80.0,2.0,10.0,3.0,3.0,10.0,4.0,0.0,9.0,Yes,74640.0
1764,5295,4510.0,Travel_Rarely,738.0,Research & Development,9.0,5.0,Other,1.0,2.0,Male,30.0,2.0,1.0,Laboratory Technician,4.0,Single,3983.0,7621.0,0.0,Y,No,17.0,3.0,3.0,80.0,0.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,No,47796.0
1765,5296,4510.0,Travel_Rarely,738.0,Research & Development,9.0,5.0,Other,1.0,2.0,Male,30.0,2.0,1.0,Laboratory Technician,4.0,Single,3983.0,7621.0,0.0,Y,No,17.0,3.0,3.0,80.0,0.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,Yes,47796.0
1766,5297,42.0,Travel_Rarely,933.0,Research & Development,29.0,3.0,Life Sciences,1.0,2.0,Male,98.0,3.0,2.0,Manufacturing Director,2.0,Married,4434.0,11806.0,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,10.0,3.0,2.0,9.0,8.0,4940.0,8.0,No,53208.0
1767,5298,34.0,Travel_Rarely,167.0,Research & Development,8.0,5.0,Life Sciences,1.0,2.0,Female,32.0,3.0,2.0,Manufacturing Director,1.0,Divorced,5121.0,4187.0,3.0,Y,No,14.0,3.0,3.0,80.0,1.0,7.0,3.0,3.0,0.0,9459.0,0.0,0.0,Yes,61452.0
1768,5299,34.0,Travel_Rarely,167.0,Research & Development,8.0,5.0,Life Sciences,1.0,2.0,Female,32.0,3.0,2.0,Manufacturing Director,1.0,Divorced,5121.0,4187.0,3.0,Y,No,14.0,3.0,3.0,80.0,1.0,7.0,3.0,3.0,0.0,9459.0,0.0,0.0,Yes,61452.0
1769,5300,34.0,Travel_Rarely,167.0,Research & Development,8.0,5.0,Life Sciences,1.0,2.0,Female,32.0,3.0,2.0,Manufacturing Director,1.0,Divorced,5121.0,4187.0,3.0,Y,No,14.0,3.0,3.0,80.0,1.0,7.0,3.0,3.0,0.0,9459.0,0.0,0.0,Yes,61452.0
1770,5301,36.0,Travel_Rarely,1174.0,Sales,3.0,4.0,Marketing,1.0,1.0,Female,99.0,3.0,2.0,Sales Executive,2.0,Single,9278.0,20763.0,3.0,Y,Yes,16.0,3.0,4.0,80.0,0.0,15.0,3.0,3.0,5.0,4.0,0.0,2181.0,Yes,111336.0
1771,5302,36.0,Travel_Rarely,1174.0,Sales,3.0,4.0,Marketing,1.0,1.0,Female,99.0,3.0,2.0,Sales Executive,2.0,Single,9278.0,20763.0,3.0,Y,Yes,16.0,3.0,4.0,80.0,0.0,15.0,3.0,3.0,5.0,4.0,0.0,2181.0,Yes,111336.0
1772,5303,28.0,Travel_Rarely,304.0,Sales,9.0,4.0,Life Sciences,1.0,2.0,Male,92.0,3.0,2.0,Sales Executive,4.0,Single,5253.0,20750.0,1.0,Y,No,16.0,3.0,4.0,80.0,0.0,7.0,1.0,3.0,7.0,9420.0,0.0,7.0,Yes,63036.0
1773,5304,28.0,Travel_Rarely,304.0,Sales,9.0,4.0,Life Sciences,1.0,2.0,Male,92.0,3.0,2.0,Sales Executive,4.0,Single,5253.0,20750.0,1.0,Y,No,16.0,3.0,4.0,80.0,0.0,7.0,1.0,3.0,7.0,9420.0,0.0,7.0,Yes,63036.0
1774,5305,28.0,Travel_Rarely,304.0,Sales,9.0,4.0,Life Sciences,1.0,2.0,Male,92.0,3.0,2.0,Sales Executive,4.0,Single,5253.0,20750.0,1.0,Y,No,16.0,3.0,4.0,80.0,0.0,7.0,1.0,3.0,7.0,9420.0,0.0,7.0,No,63036.0
1775,5306,44.0,Travel_Rarely,477.0,Research & Development,7.0,4.0,Medical,1.0,1.0,Female,42.0,2.0,3.0,Healthcare Representative,4.0,Married,10248.0,2094.0,3.0,Y,No,14.0,3.0,4.0,80.0,1.0,24.0,4.0,3.0,22.0,6.0,5.0,17.0,No,122976.0
1776,5307,44.0,Travel_Rarely,477.0,Research & Development,7.0,4.0,Medical,1.0,1.0,Female,42.0,2.0,3.0,Healthcare Representative,4.0,Married,10248.0,2094.0,3.0,Y,No,14.0,3.0,4.0,80.0,1.0,24.0,4.0,3.0,22.0,6.0,5.0,17.0,No,122976.0
1777,5308,36.0,Travel_Frequently,607.0,Sales,7.0,3.0,Marketing,1.0,1.0,Female,83.0,4.0,2.0,Sales Executive,1.0,Married,4639.0,2261.0,2.0,Y,No,16.0,3.0,4.0,80.0,1.0,17.0,2.0,2.0,15.0,7.0,6.0,13.0,Yes,55668.0
1778,5309,36.0,Travel_Frequently,607.0,Sales,7.0,3.0,Marketing,1.0,1.0,Female,83.0,4.0,2.0,Sales Executive,1.0,Married,4639.0,2261.0,2.0,Y,No,16.0,3.0,4.0,80.0,1.0,17.0,2.0,2.0,15.0,7.0,6.0,13.0,Yes,55668.0
1779,5310,36.0,Travel_Frequently,607.0,Sales,7.0,3.0,Marketing,1.0,1.0,Female,83.0,4.0,2.0,Sales Executive,1.0,Married,4639.0,2261.0,2.0,Y,No,16.0,3.0,4.0,80.0,1.0,17.0,2.0,2.0,15.0,7.0,6.0,13.0,Yes,55668.0
1780,5311,29.0,Travel_Rarely,991.0,Sales,5.0,3.0,Medical,1.0,1.0,Male,43.0,2.0,2.0,Sales Executive,2.0,Divorced,4187.0,3356.0,1.0,Y,Yes,13.0,3.0,2.0,80.0,1.0,10.0,3.0,2.0,10.0,0.0,0.0,9.0,Yes,50244.0
1781,5312,27.0,Non-Travel,1277.0,Research & Development,8.0,5.0,Life Sciences,1.0,1.0,Male,87.0,1.0,1.0,Laboratory Technician,3.0,Married,4621.0,5869.0,1.0,Y,No,19.0,3.0,4.0,80.0,3.0,3.0,4.0,3.0,3.0,2.0,1973.0,2.0,No,55452.0
1782,5313,27.0,Non-Travel,1277.0,Research & Development,8.0,5.0,Life Sciences,1.0,1.0,Male,87.0,1.0,1.0,Laboratory Technician,3.0,Married,4621.0,5869.0,1.0,Y,No,19.0,3.0,4.0,80.0,3.0,3.0,4.0,3.0,3.0,2.0,1973.0,2.0,No,55452.0
1783,5314,27.0,Non-Travel,1277.0,Research & Development,8.0,5.0,Life Sciences,1.0,1.0,Male,87.0,1.0,1.0,Laboratory Technician,3.0,Married,4621.0,5869.0,1.0,Y,No,19.0,3.0,4.0,80.0,3.0,3.0,4.0,3.0,3.0,2.0,1973.0,2.0,Yes,55452.0
1784,5315,29.0,Travel_Rarely,318.0,Research & Development,8.0,4.0,Other,1.0,2.0,Male,77.0,1.0,1.0,Laboratory Technician,1.0,Married,2119.0,4759.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,7.0,4.0,2.0,7.0,4139.0,0.0,7.0,Yes,25428.0
1785,5316,31.0,Travel_Rarely,1332.0,Research & Development,11.0,2.0,Medical,1.0,3.0,Male,80.0,3.0,2.0,Healthcare Representative,1.0,Married,6833.0,17089.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,6.0,2.0,2.0,6.0,5.0,6763.0,1.0,Yes,81996.0
1786,5317,32.0,Travel_Frequently,967.0,Sales,8.0,3.0,Marketing,1.0,2.0,Female,43.0,3.0,3.0,Sales Executive,4.0,Single,8998.0,15589.0,1.0,Y,No,14.0,3.0,4.0,80.0,0.0,9.0,2.0,3.0,9.0,8.0,3.0,7.0,No,107976.0
1787,5318,31.0,Travel_Rarely,311.0,Research & Development,20.0,3.0,Life Sciences,1.0,2.0,Male,89.0,3.0,2.0,Laboratory Technician,3.0,Divorced,4197.0,18624.0,1.0,Y,No,11.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,10.0,8.0,8021.0,2.0,No,50364.0
1788,5319,31.0,Travel_Rarely,311.0,Research & Development,20.0,3.0,Life Sciences,1.0,2.0,Male,89.0,3.0,2.0,Laboratory Technician,3.0,Divorced,4197.0,18624.0,1.0,Y,No,11.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,10.0,8.0,8021.0,2.0,Yes,50364.0
1789,5320,45.0,Travel_Rarely,1015.0,Research & Development,886117.0,5.0,Medical,1.0,3.0,Female,50.0,1.0,2.0,Laboratory Technician,1.0,Single,5769.0,23447.0,1.0,Y,Yes,14.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,10.0,7.0,1.0,4.0,No,69228.0
1790,5321,45.0,Travel_Rarely,1015.0,Research & Development,886117.0,5.0,Medical,1.0,3.0,Female,50.0,1.0,2.0,Laboratory Technician,1.0,Single,5769.0,23447.0,1.0,Y,Yes,14.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,10.0,7.0,1.0,4.0,No,69228.0
1791,5322,4322.0,Travel_Rarely,618.0,Research & Development,4.0,3.0,Life Sciences,1.0,2.0,Female,76.0,3.0,1.0,Research Scientist,3.0,Single,2318.0,17808.0,1.0,Y,No,19.0,3.0,3.0,80.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,Yes,27816.0
1792,5323,4322.0,Travel_Rarely,618.0,Research & Development,4.0,3.0,Life Sciences,1.0,2.0,Female,76.0,3.0,1.0,Research Scientist,3.0,Single,2318.0,17808.0,1.0,Y,No,19.0,3.0,3.0,80.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,Yes,27816.0
1793,5324,4322.0,Travel_Rarely,618.0,Research & Development,4.0,3.0,Life Sciences,1.0,2.0,Female,76.0,3.0,1.0,Research Scientist,3.0,Single,2318.0,17808.0,1.0,Y,No,19.0,3.0,3.0,80.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,Yes,27816.0
